,region,status_group_num
26543,Morogoro,0
26544,Pwani,1
26545,Tabora,1
26546,Shinyanga,0
26547,Rukwa,1
26548,Shinyanga,1
26549,Manyara,0
26550,Morogoro,1
26551,Kilimanjaro,1
26552,Kagera,1
26553,Kagera,1
26554,Rukwa,0
26555,Lindi,0
26556,Iringa,0
26557,Mbeya,1
26558,Manyara,0
26559,Mwanza,1
26560,Kilimanjaro,1
26561,Dar es Salaam,0
26562,Arusha,0
26563,Dodoma,1
26564,Iringa,0
26565,Shinyanga,1
26566,Mbeya,1
26567,Pwani,1
26568,Mbeya,1
26569,Morogoro,1
26570,Mara,0
26571,Kagera,1
26572,Mwanza,1
26573,Singida,1
26574,Kilimanjaro,0
26575,Kilimanjaro,0
26576,Shinyanga,0
26577,Kigoma,1
26578,Dodoma,1
26579,Pwani,1
26580,Morogoro,1
26581,Kilimanjaro,0
26582,Tabora,0
26583,Morogoro,0
26584,Morogoro,0
26585,Morogoro,0
26586,Mbeya,1
26587,Kilimanjaro,0
26589,Tanga,0
26590,Arusha,0
26591,Kilimanjaro,0
26592,Dodoma,1
26593,Pwani,0
26594,Mtwara,1
26595,Kigoma,0
26596,Arusha,0
26597,Iringa,0
26598,Tabora,0
26599,Tabora,1
26600,Lindi,1
26601,Arusha,1
26602,Kilimanjaro,0
26603,Morogoro,0
26604,Mwanza,0
26605,Iringa,0
26607,Singida,0
26608,Kagera,0
26609,Arusha,0
26610,Iringa,0
26611,Mbeya,1
26612,Mbeya,0
26613,Mwanza,1
26614,Tanga,0
26615,Lindi,1
26616,Iringa,0
26617,Morogoro,1
26618,Arusha,1
26619,Shinyanga,0
26620,Kilimanjaro,0
26621,Kilimanjaro,0
26622,Manyara,0
26623,Rukwa,1
26624,Ruvuma,0
26625,Kilimanjaro,0
26626,Morogoro,0
26627,Mwanza,1
26628,Mwanza,0
26629,Tabora,1
26630,Morogoro,1
26631,Kilimanjaro,0
26632,Manyara,0
26633,Morogoro,0
26634,Pwani,1
26635,Kigoma,0
26636,Mbeya,0
26637,Mwanza,0
26638,Mara,1
26639,Kagera,1
26640,Kilimanjaro,1
26641,Kagera,1
26642,Iringa,0
26643,Shinyanga,0
26644,Iringa,0
26645,Kilimanjaro,0
26646,Kigoma,0
26647,Manyara,0
26648,Manyara,0
26649,Mtwara,0
26650,Tanga,0
26651,Rukwa,0
26652,Kagera,0
26653,Mtwara,1
26654,Ruvuma,1
26656,Mbeya,1
26657,Kagera,1
26658,Mbeya,0
26659,Pwani,1
26660,Arusha,0
26661,Tanga,0
26662,Mbeya,0
26663,Iringa,0
26664,Kilimanjaro,0
26665,Singida,1
26666,Iringa,0
26667,Ruvuma,0
26668,Mbeya,1
26669,Kilimanjaro,1
26670,Mbeya,1
26671,Rukwa,1
26672,Kilimanjaro,0
26673,Singida,0
26674,Iringa,1
26675,Kagera,1
26676,Kagera,0
26677,Lindi,1
26678,Tanga,1
26680,Kigoma,0
26681,Pwani,0
26682,Lindi,1
26684,Mbeya,1
26685,Shinyanga,1
26686,Ruvuma,0
26687,Pwani,1
26688,Dodoma,1
26689,Mtwara,1
26690,Shinyanga,1
26691,Kigoma,0
26692,Tabora,1
26693,Mara,0
26694,Arusha,1
26695,Shinyanga,1
26696,Kigoma,0
26697,Kilimanjaro,0
26698,Morogoro,1
26699,Shinyanga,1
26700,Mbeya,1
26701,Tabora,1
26702,Mwanza,0
26703,Mara,1
26704,Mtwara,1
26705,Mtwara,1
26706,Dodoma,1
26707,Iringa,0
26708,Mbeya,1
26709,Singida,0
26710,Lindi,0
26711,Dodoma,1
26712,Iringa,0
26713,Kagera,0
26714,Iringa,0
26715,Kagera,1
26716,Kilimanjaro,1
26717,Manyara,0
26718,Tanga,1
26719,Arusha,1
26720,Dodoma,1
26721,Rukwa,1
26722,Morogoro,1
26723,Mwanza,0
26724,Mwanza,0
26725,Mbeya,1
26726,Mwanza,0
26727,Mtwara,1
26728,Kilimanjaro,1
26729,Dar es Salaam,1
26730,Kilimanjaro,1
26731,Kagera,1
26732,Mwanza,0
26733,Dodoma,0
26734,Kigoma,0
26735,Singida,1
26736,Morogoro,1
26737,Mbeya,0
26738,Kigoma,1
26739,Pwani,1
26740,Kilimanjaro,1
26741,Mtwara,0
26742,Lindi,1
26743,Mtwara,1
26744,Manyara,0
26745,Rukwa,0
26746,Shinyanga,0
26748,Kagera,1
26749,Kilimanjaro,0
26750,Shinyanga,1
26751,Kigoma,1
26752,Shinyanga,0
26753,Rukwa,0
26754,Mbeya,0
26755,Iringa,1
26756,Mbeya,1
26757,Tabora,1
26758,Singida,1
26759,Dodoma,1
26760,Mbeya,0
26761,Kigoma,1
26762,Kilimanjaro,0
26763,Ruvuma,0
26764,Singida,0
26765,Lindi,1
26766,Arusha,0
26767,Pwani,0
26768,Dodoma,0
26769,Shinyanga,1
26770,Mara,0
26771,Iringa,1
26772,Shinyanga,1
26773,Mbeya,0
26774,Morogoro,0
26775,Mara,1
26776,Arusha,1
26778,Mwanza,1
26779,Mtwara,1
26780,Iringa,0
26781,Mbeya,0
26782,Iringa,0
26783,Morogoro,0
26784,Iringa,0
26785,Kagera,1
26786,Ruvuma,0
26787,Iringa,1
26788,Arusha,0
26789,Pwani,0
26790,Morogoro,0
26791,Iringa,0
26792,Ruvuma,0
26793,Mwanza,1
26794,Kilimanjaro,0
26795,Pwani,0
26796,Mara,1
26797,Kilimanjaro,0
26798,Iringa,1
26799,Rukwa,1
26800,Singida,1
26801,Kilimanjaro,0
26802,Shinyanga,0
26803,Arusha,0
26804,Tabora,1
26805,Kagera,0
26806,Mara,0
26807,Rukwa,1
26808,Singida,1
26809,Mtwara,0
26810,Mbeya,1
26811,Shinyanga,0
26812,Singida,0
26813,Mwanza,0
26814,Arusha,0
26815,Lindi,1
26816,Mara,1
26817,Arusha,0
26818,Tanga,0
26819,Kilimanjaro,0
26820,Ruvuma,0
26821,Tanga,1
26822,Manyara,1
26823,Mwanza,0
26824,Singida,0
26825,Mtwara,1
26826,Kilimanjaro,0
26827,Arusha,0
26828,Dodoma,0
26829,Iringa,0
26830,Arusha,0
26831,Singida,0
26832,Tanga,0
26833,Kagera,0
26834,Morogoro,1
26835,Ruvuma,0
26836,Iringa,0
26837,Shinyanga,1
26838,Mbeya,0
26839,Tanga,0
26840,Kagera,0
26841,Ruvuma,0
26842,Mwanza,0
26843,Iringa,0
26844,Mbeya,1
26845,Morogoro,1
26846,Singida,0
26847,Shinyanga,0
26848,Mwanza,1
26849,Pwani,0
26850,Dodoma,0
26851,Mbeya,0
26852,Tabora,1
26853,Mbeya,1
26854,Iringa,0
26855,Tabora,1
26856,Tanga,0
26857,Kilimanjaro,0
26858,Kagera,1
26859,Singida,1
26860,Iringa,0
26861,Kigoma,1
26862,Kigoma,1
26863,Ruvuma,0
26864,Mwanza,1
26865,Kigoma,0
26866,Mara,0
26867,Mbeya,0
26868,Tanga,1
26869,Arusha,0
26870,Iringa,0
26871,Iringa,0
26872,Mbeya,0
26873,Tanga,0
26874,Mara,1
26875,Arusha,0
26876,Kigoma,0
26877,Dodoma,1
26878,Morogoro,0
26879,Shinyanga,0
26880,Kilimanjaro,0
26881,Kagera,1
26882,Singida,1
26883,Mara,0
26884,Shinyanga,0
26885,Shinyanga,0
26886,Kagera,0
26887,Mara,1
26888,Arusha,0
26889,Dodoma,0
26890,Tabora,1
26891,Tabora,1
26892,Manyara,0
26893,Kigoma,1
26894,Tanga,1
26895,Singida,0
26896,Mbeya,0
26897,Mbeya,1
26898,Morogoro,0
26899,Mara,0
26900,Iringa,1
26901,Tabora,0
26902,Kagera,0
26903,Ruvuma,0
26904,Tanga,1
26905,Dodoma,0
26906,Mtwara,1
26907,Ruvuma,1
26908,Dodoma,1
26909,Arusha,0
26910,Morogoro,0
26911,Shinyanga,1
26912,Iringa,0
26913,Morogoro,1
26914,Shinyanga,0
26916,Kagera,0
26917,Iringa,0
26918,Kagera,1
26919,Morogoro,0
26920,Mbeya,0
26921,Kilimanjaro,0
26922,Shinyanga,0
26923,Shinyanga,1
26924,Lindi,1
26925,Iringa,0
26926,Kagera,0
26927,Pwani,0
26928,Kigoma,0
26929,Iringa,0
26930,Ruvuma,1
26931,Arusha,0
26932,Kagera,1
26933,Iringa,1
26934,Arusha,1
26935,Morogoro,1
26936,Iringa,0
26937,Dar es Salaam,0
26938,Mbeya,0
26939,Singida,0
26940,Kilimanjaro,0
26941,Lindi,1
26942,Iringa,0
26943,Shinyanga,1
26944,Tanga,1
26945,Kilimanjaro,0
26946,Shinyanga,1
26947,Rukwa,0
26948,Mbeya,0
26949,Tanga,0
26950,Arusha,1
26951,Shinyanga,1
26952,Iringa,0
26953,Mbeya,0
26954,Shinyanga,0
26955,Iringa,0
26956,Kigoma,0
26957,Dodoma,1
26958,Rukwa,0
26959,Mbeya,1
26960,Iringa,0
26961,Arusha,0
26962,Kigoma,1
26963,Arusha,0
26964,Dodoma,1
26966,Shinyanga,1
26967,Mbeya,0
26968,Singida,1
26969,Tanga,0
26970,Ruvuma,0
26971,Mbeya,0
26972,Mbeya,1
26973,Ruvuma,0
26974,Shinyanga,0
26975,Tabora,0
26976,Kilimanjaro,0
26977,Morogoro,0
26978,Tanga,1
26979,Shinyanga,1
26980,Shinyanga,1
26981,Tanga,0
26982,Tabora,1
26983,Mbeya,0
26984,Mbeya,0
26985,Pwani,1
26986,Mbeya,0
26987,Pwani,1
26988,Morogoro,1
26989,Kilimanjaro,1
26990,Iringa,1
26991,Kilimanjaro,0
26992,Pwani,1
26993,Morogoro,0
26995,Tabora,1
26996,Arusha,0
26997,Pwani,0
26998,Shinyanga,0
26999,Manyara,1
27000,Mbeya,0
27001,Arusha,0
27002,Mara,1
27003,Kilimanjaro,1
27004,Mbeya,1
27005,Kigoma,0
27006,Manyara,0
27007,Tanga,1
27008,Arusha,0
27009,Arusha,0
27010,Morogoro,0
27011,Tanga,0
27012,Mwanza,0
27013,Singida,1
27014,Kigoma,1
27015,Arusha,0
27017,Ruvuma,1
27018,Shinyanga,1
27019,Iringa,0
27020,Kagera,0
27021,Dodoma,1
27022,Kigoma,0
27023,Mtwara,1
27024,Kigoma,1
27025,Mwanza,1
27026,Iringa,0
27027,Lindi,0
27028,Kilimanjaro,0
27029,Kilimanjaro,1
27030,Arusha,1
27031,Pwani,1
27032,Mbeya,0
27033,Iringa,0
27034,Mtwara,1
27035,Morogoro,0
27036,Dodoma,1
27037,Kilimanjaro,0
27038,Mara,1
27039,Mara,0
27040,Ruvuma,0
27041,Singida,0
27042,Mbeya,1
27043,Shinyanga,1
27044,Singida,1
27045,Mtwara,0
27046,Shinyanga,1
27047,Mara,1
27048,Morogoro,1
27049,Ruvuma,0
27050,Iringa,1
27051,Dodoma,0
27052,Kagera,0
27053,Kilimanjaro,1
27054,Lindi,1
27055,Kigoma,1
27056,Mbeya,0
27057,Mtwara,1
27058,Shinyanga,1
27059,Tanga,1
27060,Dodoma,0
27061,Mtwara,1
27062,Kilimanjaro,0
27063,Tabora,0
27064,Mwanza,0
27065,Kagera,1
27066,Tanga,1
27067,Morogoro,1
27068,Arusha,0
27069,Mtwara,0
27070,Singida,0
27071,Iringa,1
27072,Singida,1
27073,Shinyanga,1
27074,Kagera,1
27075,Lindi,1
27076,Mtwara,0
27077,Ruvuma,0
27079,Mwanza,0
27080,Singida,1
27081,Morogoro,1
27083,Tanga,0
27084,Arusha,0
27085,Mara,0
27086,Morogoro,0
27087,Shinyanga,1
27088,Rukwa,0
27089,Arusha,1
27090,Iringa,0
27091,Mtwara,0
27092,Dodoma,1
27093,Mbeya,1
27094,Kigoma,0
27095,Kilimanjaro,0
27096,Kilimanjaro,1
27097,Ruvuma,0
27098,Kilimanjaro,1
27099,Iringa,0
27100,Morogoro,1
27101,Shinyanga,0
27102,Iringa,0
27103,Morogoro,0
27104,Kilimanjaro,0
27105,Iringa,0
27106,Kilimanjaro,0
27107,Mbeya,0
27108,Mbeya,1
27109,Singida,1
27110,Iringa,0
27111,Morogoro,0
27112,Ruvuma,0
27113,Pwani,1
27114,Iringa,0
27115,Kigoma,1
27116,Morogoro,1
27117,Mara,0
27118,Pwani,0
27119,Ruvuma,0
27120,Arusha,0
27121,Kigoma,1
27122,Lindi,1
27124,Shinyanga,0
27125,Shinyanga,1
27126,Dodoma,1
27127,Kigoma,1
27128,Manyara,1
27129,Kilimanjaro,1
27130,Shinyanga,0
27131,Kilimanjaro,1
27132,Shinyanga,1
27133,Singida,0
27134,Kigoma,1
27135,Shinyanga,1
27136,Arusha,0
27137,Shinyanga,0
27138,Mtwara,1
27139,Iringa,0
27140,Kagera,0
27141,Morogoro,1
27142,Shinyanga,0
27143,Mara,0
27144,Tanga,0
27145,Kilimanjaro,1
27146,Dar es Salaam,0
27147,Arusha,0
27148,Dodoma,1
27149,Ruvuma,1
27150,Dar es Salaam,1
27151,Tabora,1
27152,Mbeya,0
27153,Kagera,0
27154,Arusha,1
27155,Lindi,1
27156,Dodoma,1
27157,Kagera,0
27158,Kilimanjaro,1
27159,Arusha,0
27160,Mbeya,0
27161,Kagera,0
27162,Mwanza,1
27163,Mbeya,1
27164,Pwani,0
27165,Singida,0
27166,Iringa,0
27167,Kilimanjaro,0
27168,Morogoro,0
27169,Kagera,0
27171,Arusha,1
27172,Singida,1
27173,Mara,1
27174,Tabora,1
27175,Iringa,0
27176,Iringa,0
27177,Morogoro,0
27178,Ruvuma,0
27179,Mtwara,1
27180,Tanga,1
27181,Morogoro,0
27182,Mtwara,1
27183,Morogoro,0
27184,Tanga,1
27185,Kigoma,1
27186,Morogoro,0
27187,Morogoro,0
27188,Pwani,0
27189,Kigoma,0
27191,Pwani,0
27192,Kilimanjaro,0
27193,Tabora,1
27194,Tanga,0
27195,Iringa,0
27196,Morogoro,0
27197,Mtwara,1
27198,Kagera,0
27199,Kigoma,0
27200,Mara,0
27201,Rukwa,1
27202,Kilimanjaro,0
27203,Kilimanjaro,0
27204,Iringa,0
27205,Mbeya,1
27206,Kilimanjaro,0
27207,Tabora,0
27208,Manyara,0
27209,Ruvuma,0
27210,Mbeya,0
27211,Mara,1
27212,Tanga,0
27213,Tanga,1
27214,Shinyanga,0
27215,Arusha,1
27216,Kilimanjaro,0
27217,Kilimanjaro,0
27218,Kilimanjaro,1
27219,Kilimanjaro,0
27220,Kilimanjaro,0
27221,Kigoma,0
27222,Shinyanga,0
27223,Rukwa,1
27225,Lindi,1
27226,Tanga,0
27227,Arusha,0
27228,Pwani,1
27229,Ruvuma,0
27230,Kagera,1
27231,Morogoro,1
27232,Mtwara,0
27233,Pwani,0
27234,Pwani,1
27235,Tanga,0
27236,Shinyanga,0
27237,Iringa,0
27238,Shinyanga,1
27239,Pwani,0
27240,Rukwa,1
27241,Iringa,0
27242,Iringa,0
27243,Morogoro,0
27244,Shinyanga,1
27245,Kagera,0
27246,Kagera,0
27247,Singida,0
27248,Iringa,0
27249,Dodoma,0
27250,Dodoma,1
27251,Arusha,1
27252,Tanga,1
27253,Kigoma,1
27254,Tanga,0
27255,Iringa,1
27256,Rukwa,1
27257,Morogoro,0
27258,Manyara,0
27259,Iringa,0
27260,Mwanza,0
27261,Kilimanjaro,1
27262,Tanga,0
27263,Kigoma,0
27264,Kagera,0
27265,Iringa,0
27266,Dodoma,0
27267,Mbeya,1
27268,Pwani,1
27269,Morogoro,0
27270,Kigoma,0
27271,Kilimanjaro,0
27272,Rukwa,1
27273,Kilimanjaro,1
27274,Iringa,0
27275,Manyara,0
27276,Kigoma,1
27277,Morogoro,0
27278,Lindi,1
27280,Arusha,0
27281,Shinyanga,0
27282,Tanga,1
27283,Mara,1
27284,Mtwara,0
27285,Mbeya,1
27286,Mbeya,1
27287,Arusha,0
27288,Kagera,0
27289,Mbeya,1
27290,Arusha,0
27291,Shinyanga,0
27292,Kigoma,1
27293,Morogoro,0
27294,Pwani,1
27295,Kagera,1
27296,Ruvuma,1
27297,Shinyanga,1
27298,Mbeya,0
27299,Mara,0
27300,Pwani,1
27301,Mwanza,1
27302,Tanga,1
27303,Mbeya,1
27304,Tabora,1
27305,Tabora,1
27306,Dodoma,1
27307,Iringa,0
27309,Shinyanga,1
27310,Kigoma,1
27311,Kigoma,0
27312,Shinyanga,0
27313,Mbeya,1
27314,Dodoma,1
27315,Tanga,1
27316,Kagera,0
27317,Mtwara,1
27318,Kagera,0
27319,Tanga,1
27320,Shinyanga,0
27321,Mtwara,1
27322,Rukwa,1
27323,Lindi,0
27324,Kilimanjaro,1
27325,Singida,0
27326,Tanga,0
27327,Iringa,0
27328,Morogoro,1
27329,Manyara,0
27331,Ruvuma,1
27332,Tanga,0
27333,Tanga,0
27334,Rukwa,1
27335,Tanga,0
27336,Mwanza,0
27337,Manyara,0
27338,Arusha,1
27339,Shinyanga,0
27340,Mara,1
27341,Dodoma,1
27342,Manyara,1
27343,Mwanza,0
27344,Mbeya,0
27345,Kilimanjaro,0
27346,Kigoma,1
27347,Kagera,0
27348,Mbeya,1
27349,Mwanza,0
27350,Kilimanjaro,1
27351,Kilimanjaro,0
27352,Mara,1
27353,Manyara,0
27354,Tanga,1
27355,Mtwara,1
27356,Kagera,0
27357,Mbeya,1
27358,Ruvuma,1
27359,Mwanza,1
27360,Iringa,0
27361,Manyara,0
27362,Kilimanjaro,1
27363,Kagera,0
27364,Mbeya,0
27365,Shinyanga,0
27366,Morogoro,0
27367,Kagera,1
27368,Iringa,0
27369,Mwanza,0
27370,Tanga,0
27371,Shinyanga,0
27372,Tanga,1
27373,Kigoma,0
27374,Kilimanjaro,0
27375,Mwanza,0
27376,Pwani,0
27377,Morogoro,1
27378,Kilimanjaro,1
27379,Arusha,0
27380,Pwani,0
27381,Shinyanga,0
27382,Tanga,0
27384,Mwanza,1
27385,Kigoma,0
27386,Morogoro,0
27387,Dodoma,1
27388,Manyara,1
27389,Dodoma,1
27390,Kilimanjaro,0
27391,Ruvuma,0
27392,Tanga,1
27393,Pwani,0
27394,Manyara,0
27395,Shinyanga,1
27396,Mbeya,1
27397,Morogoro,0
27398,Kilimanjaro,1
27399,Iringa,0
27400,Pwani,1
27401,Kagera,1
27402,Singida,1
27403,Dodoma,1
27404,Dar es Salaam,0
27405,Kigoma,0
27406,Dodoma,0
27407,Shinyanga,0
27408,Pwani,1
27409,Singida,0
27410,Kilimanjaro,0
27411,Arusha,1
27412,Kagera,0
27413,Mara,1
27414,Iringa,1
27415,Kagera,1
27416,Singida,1
27417,Dar es Salaam,0
27418,Morogoro,0
27419,Mbeya,0
27420,Dodoma,1
27421,Manyara,0
27423,Kagera,0
27424,Ruvuma,0
27425,Morogoro,0
27426,Iringa,0
27427,Arusha,0
27428,Shinyanga,1
27429,Iringa,1
27430,Shinyanga,1
27431,Tanga,1
27432,Mbeya,0
27433,Iringa,0
27434,Ruvuma,0
27435,Iringa,1
27436,Mtwara,1
27438,Tabora,1
27439,Iringa,0
27440,Shinyanga,1
27441,Kigoma,0
27442,Tabora,0
27443,Kilimanjaro,0
27444,Kagera,1
27445,Mbeya,0
27446,Mtwara,1
27447,Tabora,0
27448,Kilimanjaro,0
27449,Pwani,0
27450,Pwani,1
27451,Kilimanjaro,0
27452,Dodoma,0
27453,Mbeya,0
27454,Tabora,0
27455,Mara,0
27456,Manyara,0
27457,Pwani,0
27458,Singida,0
27459,Pwani,0
27460,Pwani,1
27461,Morogoro,1
27462,Singida,0
27463,Manyara,0
27464,Ruvuma,0
27465,Singida,0
27466,Iringa,0
27467,Mbeya,1
27468,Kagera,1
27469,Kagera,1
27470,Singida,1
27471,Shinyanga,0
27472,Mbeya,0
27473,Mbeya,1
27475,Kilimanjaro,1
27476,Dar es Salaam,1
27477,Lindi,0
27478,Mbeya,1
27479,Tabora,0
27480,Mtwara,0
27481,Iringa,0
27482,Kilimanjaro,1
27483,Arusha,0
27484,Mwanza,0
27485,Dar es Salaam,1
27486,Kilimanjaro,1
27487,Manyara,1
27488,Iringa,0
27489,Kigoma,1
27490,Kagera,0
27491,Kilimanjaro,1
27492,Tanga,1
27493,Morogoro,1
27494,Kigoma,1
27495,Iringa,0
27496,Iringa,0
27497,Kagera,1
27498,Mbeya,0
27499,Mara,0
27500,Kilimanjaro,1
27501,Iringa,0
27502,Mbeya,1
27503,Kigoma,0
27504,Kilimanjaro,0
27505,Mwanza,0
27506,Manyara,0
27507,Mbeya,1
27508,Mtwara,0
27509,Lindi,1
27510,Shinyanga,0
27511,Iringa,1
27512,Tanga,0
27513,Rukwa,1
27515,Singida,0
27516,Tabora,0
27517,Kigoma,0
27518,Arusha,0
27519,Ruvuma,1
27520,Dodoma,0
27521,Kilimanjaro,0
27522,Shinyanga,1
27523,Morogoro,0
27524,Arusha,0
27526,Manyara,1
27527,Kigoma,1
27528,Mbeya,0
27529,Shinyanga,0
27530,Kagera,0
27531,Ruvuma,0
27532,Kagera,0
27533,Iringa,1
27534,Dodoma,1
27535,Manyara,1
27536,Kigoma,0
27537,Kilimanjaro,0
27538,Dodoma,1
27539,Kigoma,0
27540,Mtwara,1
27541,Shinyanga,1
27542,Kigoma,1
27543,Morogoro,0
27544,Rukwa,0
27545,Kilimanjaro,1
27546,Kilimanjaro,1
27547,Morogoro,1
27548,Iringa,0
27549,Kigoma,1
27550,Iringa,0
27551,Iringa,1
27552,Arusha,0
27553,Ruvuma,0
27554,Pwani,0
27555,Iringa,0
27556,Mtwara,1
27557,Kilimanjaro,0
27558,Pwani,1
27559,Morogoro,0
27560,Kagera,1
27561,Iringa,0
27562,Ruvuma,1
27563,Morogoro,0
27564,Ruvuma,0
27565,Shinyanga,0
27566,Dodoma,0
27567,Arusha,0
27568,Ruvuma,0
27569,Morogoro,1
27570,Tanga,0
27571,Mbeya,0
27572,Rukwa,0
27573,Pwani,1
27574,Kilimanjaro,0
27575,Pwani,0
27576,Kilimanjaro,0
27577,Mbeya,0
27578,Pwani,0
27579,Iringa,0
27580,Ruvuma,0
27581,Mtwara,0
27582,Arusha,0
27583,Kilimanjaro,0
27584,Mbeya,1
27585,Tanga,0
27586,Tanga,0
27587,Iringa,0
27588,Kagera,1
27589,Iringa,1
27590,Mara,1
27591,Ruvuma,0
27592,Mtwara,1
27593,Arusha,0
27594,Iringa,0
27595,Ruvuma,0
27596,Pwani,1
27597,Mwanza,0
27598,Mbeya,1
27599,Morogoro,1
27600,Iringa,1
27601,Kigoma,1
27602,Kilimanjaro,0
27603,Pwani,1
27604,Mbeya,1
27605,Mbeya,1
27606,Mara,1
27607,Singida,1
27608,Iringa,1
27609,Morogoro,1
27610,Dodoma,1
27611,Iringa,0
27612,Mbeya,1
27613,Iringa,0
27614,Tabora,1
27617,Pwani,1
27618,Arusha,1
27619,Tanga,0
27620,Dodoma,1
27621,Dar es Salaam,1
27622,Kilimanjaro,1
27623,Singida,1
27624,Arusha,0
27625,Shinyanga,0
27626,Shinyanga,0
27627,Arusha,1
27628,Ruvuma,0
27629,Morogoro,0
27630,Mbeya,1
27631,Ruvuma,0
27632,Ruvuma,0
27633,Pwani,0
27634,Morogoro,1
27635,Shinyanga,1
27636,Rukwa,1
27637,Mara,1
27638,Shinyanga,1
27639,Singida,0
27640,Kigoma,0
27641,Kagera,1
27642,Dodoma,0
27643,Mwanza,1
27644,Dodoma,0
27645,Morogoro,1
27646,Pwani,1
27647,Kilimanjaro,0
27648,Shinyanga,1
27649,Pwani,0
27650,Shinyanga,1
27651,Arusha,0
27652,Kagera,1
27653,Mara,1
27654,Iringa,0
27655,Tanga,1
27656,Dar es Salaam,1
27657,Kagera,1
27658,Shinyanga,0
27659,Mwanza,1
27660,Shinyanga,1
27661,Manyara,1
27662,Morogoro,1
27663,Morogoro,1
27664,Mbeya,0
27665,Shinyanga,1
27666,Mbeya,1
27667,Morogoro,0
27668,Tabora,0
27669,Ruvuma,1
27670,Kilimanjaro,0
27671,Kagera,1
27672,Iringa,0
27673,Kagera,1
27674,Mbeya,0
27675,Kilimanjaro,0
27676,Dodoma,0
27677,Kigoma,0
27678,Mbeya,1
27679,Lindi,1
27680,Arusha,0
27681,Iringa,0
27682,Morogoro,0
27683,Kilimanjaro,0
27684,Kigoma,0
27685,Kilimanjaro,0
27686,Tanga,0
27687,Kilimanjaro,0
27688,Iringa,0
27689,Kilimanjaro,0
27690,Kigoma,0
27691,Shinyanga,0
27693,Iringa,0
27694,Mwanza,0
27695,Morogoro,0
27696,Ruvuma,0
27697,Morogoro,0
27698,Kigoma,0
27699,Arusha,1
27700,Manyara,0
27701,Kigoma,1
27702,Morogoro,1
27703,Dodoma,0
27704,Rukwa,1
27705,Mbeya,0
27707,Mbeya,1
27708,Ruvuma,1
27709,Mtwara,0
27710,Kagera,1
27711,Ruvuma,1
27712,Tanga,0
27713,Morogoro,0
27714,Mbeya,0
27715,Manyara,0
27716,Arusha,0
27717,Kilimanjaro,1
27718,Shinyanga,1
27719,Tabora,1
27720,Kilimanjaro,0
27721,Kagera,1
27722,Arusha,0
27723,Mbeya,0
27724,Pwani,1
27725,Iringa,0
27726,Arusha,0
27727,Kilimanjaro,1
27728,Ruvuma,1
27729,Iringa,0
27730,Lindi,1
27731,Dodoma,0
27732,Iringa,1
27733,Morogoro,1
27734,Kagera,0
27735,Shinyanga,0
27736,Morogoro,0
27737,Shinyanga,0
27738,Kagera,0
27739,Shinyanga,1
27740,Shinyanga,0
27741,Kigoma,1
27743,Kagera,1
27744,Dar es Salaam,0
27745,Lindi,0
27746,Iringa,1
27747,Dodoma,1
27748,Dodoma,0
27749,Mwanza,0
27750,Mwanza,0
27751,Mtwara,1
27752,Mbeya,1
27753,Morogoro,0
27754,Mwanza,0
27755,Arusha,0
27756,Pwani,0
27757,Tabora,1
27758,Lindi,1
27759,Tanga,0
27760,Ruvuma,1
27761,Rukwa,1
27762,Kilimanjaro,0
27763,Dodoma,1
27764,Kagera,0
27765,Singida,0
27766,Pwani,1
27767,Kilimanjaro,0
27768,Tabora,1
27769,Mtwara,0
27770,Ruvuma,0
27771,Mbeya,1
27772,Iringa,0
27773,Iringa,0
27774,Mwanza,1
27775,Mtwara,1
27776,Arusha,0
27777,Morogoro,0
27778,Singida,1
27779,Ruvuma,0
27780,Mwanza,0
27781,Tabora,1
27782,Iringa,0
27783,Singida,1
27784,Mtwara,1
27785,Kilimanjaro,0
27786,Mara,1
27788,Mbeya,0
27791,Iringa,0
27792,Morogoro,1
27793,Singida,1
27794,Tabora,1
27795,Pwani,0
27796,Ruvuma,1
27797,Shinyanga,0
27798,Arusha,0
27799,Iringa,1
27800,Arusha,0
27801,Mwanza,1
27802,Rukwa,1
27803,Rukwa,1
27804,Lindi,1
27805,Mwanza,1
27806,Kilimanjaro,0
27807,Singida,1
27808,Tanga,1
27809,Kagera,1
27810,Kilimanjaro,1
27811,Iringa,0
27812,Kilimanjaro,0
27813,Tanga,1
27814,Shinyanga,0
27815,Tabora,1
27816,Arusha,0
27817,Kagera,1
27818,Rukwa,1
27819,Mtwara,1
27820,Kilimanjaro,1
27821,Iringa,0
27822,Mbeya,0
27823,Mbeya,0
27824,Kilimanjaro,1
27825,Shinyanga,0
27826,Tanga,1
27827,Mara,0
27828,Singida,0
27829,Arusha,0
27830,Kigoma,0
27832,Dodoma,1
27833,Mtwara,1
27834,Kilimanjaro,0
27835,Mbeya,1
27836,Morogoro,1
27837,Kigoma,1
27838,Iringa,0
27839,Mwanza,1
27840,Morogoro,0
27841,Rukwa,1
27842,Ruvuma,1
27843,Kilimanjaro,0
27844,Singida,0
27845,Mwanza,1
27846,Kagera,0
27847,Lindi,1
27848,Tabora,1
27849,Iringa,0
27850,Dodoma,0
27851,Mtwara,0
27852,Ruvuma,1
27853,Ruvuma,0
27854,Arusha,0
27855,Arusha,1
27856,Kigoma,1
27857,Singida,0
27858,Lindi,0
27859,Shinyanga,1
27860,Kilimanjaro,0
